objectid,title,artist,date,medium,acquisition,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
01-allen,"The Contents of 
Betty's Jewelrybox",Judith Allen-Efstathiou,2016,Cyanotype,MAPS I (2015-16) Collection,cyanotype; still life; jewelry; blue; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-allen,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-allen.jpg,/objects/small/01-allen_sm.jpg,/objects/thumbs/01-allen_th.jpg,"Judith Allen-Efstathiou - ""The Contents of 
Betty's Jewelrybox""",
01-bryant-1,Better Comes Naturally,Kyle Bryant,2016,Linocut,MAPS I (2015-16) Collection,linocut; art practice; figure; architecture; black and white; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-bryant-1,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-bryant-1.jpg,/objects/small/01-bryant-1_sm.jpg,/objects/thumbs/01-bryant-1_th.jpg,"Kyle Bryant - ""Better Comes Naturally""",
01-bryant-2,Birds,Kyle Bryant,2016,Linocut,MAPS I (2015-16) Collection,linocut; birds; architecture; city; black and white; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-bryant-2,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-bryant-2.jpg,/objects/small/01-bryant-2_sm.jpg,/objects/thumbs/01-bryant-2_th.jpg,"Kyle Bryant - ""Birds""",
01-fulkerson,Untitled,Clint Fulkerson,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; geometic; amoeba; black and white; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-fulkerson,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-fulkerson.jpg,/objects/small/01-fulkerson_sm.jpg,/objects/thumbs/01-fulkerson_th.jpg,"Clint Fulkerson - ""Untitled""",
01-kinsella,"Octopus I, Leviathan",Colleen Kinsella,2016,Etching,MAPS I (2015-16) Collection,etching; ink; sea; octopus; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-kinsella,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-kinsella.jpg,/objects/small/01-kinsella_sm.jpg,/objects/thumbs/01-kinsella_th.jpg,"Colleen Kinsella - ""Octopus I, Leviathan""",
01-kojima,"Late-in-Autumn in
Tsugaru Area in Aomori",Kazuhiko Kojima,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; lanscape; nature; black and white; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-kojima,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-kojima.jpg,/objects/small/01-kojima_sm.jpg,/objects/thumbs/01-kojima_th.jpg,"Kazuhiko Kojima - ""Late-in-Autumn in
Tsugaru area in Aomori""",
01-kudo,Setsutohka,Reiko Kudoh,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; lanscape; nature; black and white; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-kudo,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-kudo.jpg,/objects/small/01-kudo_sm.jpg,/objects/thumbs/01-kudo_th.jpg,"Reiko Kudoh - ""Setsutohka""",
01-marks,Ice Out / We Move,Mike Marks,2016,Relief print,MAPS I (2015-16) Collection,relief; geometic; collage; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-marks,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-marks.jpg,/objects/small/01-marks_sm.jpg,/objects/thumbs/01-marks_th.jpg,"Mike Marks - ""Ice Out / We Move""",
01-nadal,High Praise,Pilar Nadal,2016,Letterpress,MAPS I (2015-16) Collection,letterpress; typography;overlay; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-nadal,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-nadal.jpg,/objects/small/01-nadal_sm.jpg,/objects/thumbs/01-nadal_th.jpg,"Pilar Nadal - ""High Praise""",
01-ohsaka,Mt. Hakkoda in blazing tinted leaves,Mitsuo Ohsaka,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; lanscape; nature; color; japan; aomori,"Aomori City, Aomori, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-ohsaka,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-ohsaka.jpg,/objects/small/01-ohsaka_sm.jpg,/objects/thumbs/01-ohsaka_th.jpg,"Mitsuo Ohsaka - ""Mt. Hakkoda in blazing tinted leaves""",
01-pixley,Going Out,Lisa Pixley,2016,Relief print,MAPS I (2015-16) Collection,relief; figure; rhinestone; geometric; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-pixley,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-pixley.jpg,/objects/small/01-pixley_sm.jpg,/objects/thumbs/01-pixley_th.jpg,"Lisa Pixley - ""Going Out""",
01-scanga,Float and Swarm,Carrie Scanga,2016,Screenprint,MAPS I (2015-16) Collection,screenprint; figure; movement; organic; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-scanga,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-scanga.jpg,/objects/small/01-scanga_sm.jpg,/objects/thumbs/01-scanga_th.jpg,"Carrie Scanga - ""Float and Swarm""",
01-seki,"Rasse-ra! Rasse-ra!
Nebuta Dancer's Shouts",Emiko Seki,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; figure; culture; color; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-seki,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-seki.jpg,/objects/small/01-seki_sm.jpg,/objects/thumbs/01-seki_th.jpg,"Emiko Seki - ""Rasse-ra! Rasse-ra!
Nebuta Dancer's Shouts""",
01-shappy,Untitled,Carter Shappy,2016,Relief print,MAPS I (2015-16) Collection,relief; silkscreen; organic; geometric; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-shappy,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-shappy.jpg,/objects/small/01-shappy_sm.jpg,/objects/thumbs/01-shappy_th.jpg,"Carter Shappy - ""Untitled""",
01-shimazu,Anthurium,Nobuko Shimazu,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; nature; flower; black and white; color; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-shimazu,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-shimazu.jpg,/objects/small/01-shimazu_sm.jpg,/objects/thumbs/01-shimazu_th.jpg,"Nobuko Shimazu - ""Anthurium""",
01-takebayashi,Apples & I,YoshikoTakebayashi,2016,Mixed media collage,MAPS I (2015-16) Collection,mixed media; collage; nature; music; color; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-takebayashi,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-takebayashi.jpg,/objects/small/01-takebayashi_sm.jpg,/objects/thumbs/01-takebayashi_th.jpg,"Yoshiki Takebayashi - ""Apples & I""",
01-tazawa,"Yuki-gesho
(Hirosaki Castle clothed
in the garbs of snow)",Kouji Tazawa,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; nature; landscape; black and white; castle; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-tazawa,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-tazawa.jpg,/objects/small/01-tazawa_sm.jpg,/objects/thumbs/01-tazawa_th.jpg,"Kouji Tazawa - ""Yuki-gesho
(Hirosaki Castle clothed
in the garbs of snow)""",
01-tsujii,Munakata Museum Garden Waiting for Spring,Yoshimasa Tsujii,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; nature; landscape; black and white; garden; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-tsujii,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-tsujii.jpg,/objects/small/01-tsujii_sm.jpg,/objects/thumbs/01-tsujii_th.jpg,"Yoshimasa Tsujii - ""Munakata Museum garden waiting for Spring""",
01-wolfe,The Airline,David Wolfe,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; letterpress; landscape; map; color; maine,"SPACE Gallery, Portland, Maine, United States",43.65622181,-70.26122002,"MAPS Collection, Portland, Maine, United States",maps-01-wolfe,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-wolfe.jpg,/objects/small/01-wolfe_sm.jpg,/objects/thumbs/01-wolfe_th.jpg,"David Wolfe - ""The Airline""",
01-yagihashi,Fine Weather but sometimes sunflower III,Seizo Yagihashi,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; nature; landscape; color; garden; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-yagihashi,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-yagihashi.jpg,/objects/small/01-yagihashi_sm.jpg,/objects/thumbs/01-yagihashi_th.jpg,"Seizo Yagihashi - Fine Weather but sometimes sunflower III""",
01-yamada,"Skunk Cabbages 
in Mt. Hakkoda IV",Koya Yamada,2016,Woodcut,MAPS I (2015-16) Collection,woodcut; nature; landscape; black and white; mountain; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-01-yamada,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/01-yamada.jpg,/objects/small/01-yamada_sm.jpg,/objects/thumbs/01-yamada_th.jpg,"Koya Yamada - ""Skunk Cabbages 
in Mt. Hakkoda IV""",
02-beckman,Old Cottonwood,Siri Beckman,2017,Wood engraving,MAPS II (2016-17),wood engraving; nature; landscape; tree; maine,Patton Free Library,43.91581233,-69.81504111,"MAPS Collection, Portland, Maine, United States",maps-02-beckman,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-beckman.jpg,/objects/small/02-beckman_sm.jpg,/objects/thumbs/02-beckman_th.jpg,"Siri Beckman - ""Old Cottonwood""",
02-berry,Standard Rock,Holly Berry,2017,Linocut,MAPS II (2016-17),linocut; black and white; landscape; nature; color; maine,,43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-02-barry,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-berry.jpg,/objects/small/02-berry_sm.jpg,/objects/thumbs/02-berry_th.jpg,"Holly Berry - ""Standard Rock""",
02-brady,Summer Cut 18,Meghan Brady,2017,Woodcut,MAPS II (2016-17),woodcut; abstract; geometric; color;  maine,Southern Maine Community College,43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-02-brady,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-brady.jpg,/objects/small/02-brady_sm.jpg,/objects/thumbs/02-brady_th.jpg,"Meghan Brady - ""Summer Cut 18""",
02-brimstein,The Space Between Us,Quincy Brimstein,2017,Woodcut,MAPS II (2016-17),woodcut; nature; figure; black and white; color; ocean; maine,,43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-02-brimstein,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-brimstein.jpg,/objects/small/02-brimstein_sm.jpg,/objects/thumbs/02-brimstein_th.jpg,"Quincy Brimstein - ""The Space Between Us""",
02-cawley,Collar,Crystal Cawley,2017,Mixed media,MAPS II (2016-17),mixed media; fashion; color; object; maine,Yarmouth History Center,43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-02-cawley,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-cawley.jpg,/objects/small/02-cawley_sm.jpg,/objects/thumbs/02-cawley_th.jpg,"Crystal Cawley - ""Collar""",
02-ebina,"Mid-Summer
Resounding
(Nebuta Festival
in Aomori)",Toshiaki Ebina,2017,Woodcut,MAPS II (2016-17),woodcut; culture; figure; color; japan; aomori,,40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-02-ebina,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-ebina.jpg,/objects/small/02-ebina_sm.jpg,/objects/thumbs/02-ebina_th.jpg,"Toshiaki Ebina - ""Mid-Summer
Resounding
(Nebuta Festival
in Aomori)""",
02-gorvett,"Ruins, Wood Island Station",Don Gorvett,2017,Woodcut,MAPS II (2016-17),woodcut; landscape; color; architecture; maine,Chase's Garage,43.65625286,-70.26126293,"MAPS Collection, Portland, Maine, United States",maps-02-gorvett,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-gorvett.jpg,/objects/small/02-gorvett_sm.jpg,/objects/thumbs/02-gorvett_th.jpg,"Don Gorvett - ""Ruins, Wood Island Station""",
02-hyogo,Oirase Streams,Tetsuro Hyogo,2017,Woodcut,MAPS II (2016-17),woodcut; ocean; color; sealife; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-02-hyogo,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-hyogo.jpg,/objects/small/02-hyogo_sm.jpg,/objects/thumbs/02-hyogo_th.jpg,"Tetsuro Hyogo - ""Oirase Streams""",
02-kaneko,Joy,Yuko Kaneko,2017,Woodcut,MAPS II (2016-17),woodcut; nature; color; floral; japan; aomori,"Aomori Arts Pavillion, Aomori City, Japan",40.82852196,140.7345595,"MAPS Collection, Portland, Maine, United States",maps-02-kaneko,Image;StillImage,image/jpeg,eng,"metadata-only record, copyright held by the artist",https://rightsstatements.org/page/InC/1.0/?language=en,image,/objects/02-kaneko.jpg,/objects/small/02-kaneko_sm.jpg,/objects/thumbs/02-kaneko_th.jpg,"Yuko Kaneko - ""Joy""",
